Date,Month,Interval,Veg,mil_time,Name,chamber,Site,CO2_Flux,CO2_NRMSE,CH4_Flux,CH4_NRMSE,Bubble_Flux,Temp,Depth,cdepth,level,presens1,presens6,Notes
10122022,October,afternoon,n,11,Oct_O11,25,O1: 11 AM,0.020552,0.086792,0.005107,0.081652,0,19.85,1.01,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,11,Oct_O11,26,O2: 11 AM,0.647386,0.150257,0.04685,1.118673,0.006692,20.25,1.01,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,11,Oct_O11,27,O3: 11 AM,-0.164748,0.14628,0.002092,0.116679,0,19.2,1,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,12,Oct_O12,31,O1: 12 PM,0.120925,0.305956,0.006436,0.330173,0.002142,19.75,1,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,12,Oct_O12,32,O2: 12 PM,0.492208,0.539699,0.032847,1.145809,0.011266,20.45,1,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,12,Oct_O12,33,O3: 12 PM,-0.047482,0.168848,0.002198,0.103521,0,20.05,0.99,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,13,Oct_O1,37,O1: 1 PM,-0.025268,0.654167,0.001771,0.214712,0,19,0.98,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,13,Oct_O1,38,O2: 1 PM,-0.087741,1.27211,-0.007859,0.736331,-0.050091,18.6,0.98,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,13,Oct_O1,39,O3: 1 PM,-3.95294,2.291178,0.001763,0.302217,0,19.4,0.97,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,14,Oct_O2,43,O2: 2 PM,-0.0249,0.337704,0.01584,0.279125,0,20.85,0.97,1.01,medium,5.22,2.7,
10122022,October,afternoon,n,14,Oct_O2,44,O3: 2 PM,0.194511,1.09693,0.019816,0.970446,0.00195,19.4,0.96,1.01,medium,5.22,2.7,
10122022,October,evening,n,15,Oct_O3,49,O1: 3 PM,-0.363034,0.563222,-0.002987,0.384278,-0.002053,21.55,0.96,1.01,medium,5.22,2.7,
10122022,October,evening,n,15,Oct_O3,50,O2: 3 PM,0.371125,0.479064,0.020723,1.312672,0.081878,20.6,0.96,1.01,medium,5.22,2.7,
10122022,October,evening,n,15,Oct_O3,51,O3: 3 PM,0.171635,2.367123,0.009368,0.67054,0.00234,20.3,0.95,1,medium,5.22,2.7,
10122022,October,evening,n,16,Oct_O4,55,O1: 4 PM,-0.642098,1.631369,0.083959,1.133909,0.010679,20.14,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,16,Oct_O4,56,O2: 4 PM,-0.024249,0.656867,0.005033,1.299788,0.014693,20.75,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,16,Oct_O4,57,O3: 4 PM,-0.04893,0.997436,0.000238,0.294153,0,19.3,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,17,Oct_O5,61,O1: 5 PM,0.067634,0.195635,0.001468,0.121864,0,20.6,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,17,Oct_O5,62,O2: 5 PM,0.264571,0.476914,0.025158,0.810202,0.058325,20.25,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,17,Oct_O5,63,O3: 5 PM,-0.543319,1.72142,0.012662,0.388099,0.000557,17.85,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,18,Oct_O6,67,O1: 6 PM,0.559808,0.096042,0.002609,0.07374,0,20.9,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,18,Oct_O6,68,O2: 6 PM,1.048028,0.194152,0.080994,0.525686,0.00393,20.4,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,18,Oct_O6,69,O3: 6 PM,0.950709,0.301696,0.060852,0.827295,0,18.2,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,19,Oct_O7P,73,O1: 7 PM,0.686031,0.132094,0.003593,0.11725,0,19.4,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,19,Oct_O7P,74,O2: 7 PM,0.846356,0.142858,0.047671,0.407709,0.002638,18.8,0.94,1.01,medium,5.22,2.7,
10122022,October,evening,n,19,Oct_O7P,75,O3: 7 PM,0.74253,0.478471,0.006554,0.237817,0,13.3,0.94,1.01,medium,5.22,2.7,
