Date,Month,Interval,Veg,mil_time,Name,chamber,Site,CO2_Flux,CO2_NRMSE,CH4_Flux,CH4_NRMSE,Bubble_Flux,Temp,Depth,cdepth,level,presens1,presens6,Notes
9142022,September,afternoon,n,12,Sept_O12,31,O1: 12 PM,-0.196893,0.317856,0.008999,0.096075,0,21.05,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,12,Sept_O12,32,O2: 12 PM,0.472176,0.123786,0.009313,0.143702,0,21.5,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,12,Sept_O12,33,O3: 12 PM,0.195963,0.129662,0.001917,0.141214,0,21.65,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,13,Sept_O1,37,O1: 1 PM,-0.165573,0.705372,0.006209,0.162736,0,23.75,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,13,Sept_O1,38,O2: 1 PM,0.325249,0.144407,0.0214,0.171466,0,25.6,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,13,Sept_O1,39,O3: 1 PM,0.207447,0.16273,0.049438,0.512896,0,23.4,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,14,Sept_O2,43,O1: 2 PM,-0.003054,0.1815,0.006256,0.222489,0.046422,27.7,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,14,Sept_O2,44,O2: 2 PM,0.368471,0.128727,0.013412,0.125825,0,25.8,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,n,14,Sept_O2,45,O3: 2 PM,0.223062,0.222492,0.016322,0.424441,0,20.7,1.08,1.01,medium,3.23,1.67,
9142022,September,evening,n,15,Sept_O3,49,O1: 3 PM,0.211032,0.131282,0.011195,0.168259,0,28.55,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,15,Sept_O3,50,O2: 3 PM,1.477971,1.279777,0.025372,0.273107,4.134167,28.8,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,15,Sept_O3,51,O3: 3 PM,0.348801,0.158734,0.012702,0.328274,0,20.75,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,16,Sept_O4,55,O1: 4 PM,-0.055121,0.177971,0.004377,0.103616,0,27.3,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,16,Sept_O4,56,O3: 4 PM,0.982452,0.180977,0.024496,0.465239,0,20,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,17,Sept_O5,60,O1: 5 PM,0.068782,0.120829,0.054616,0.21603,0.019049,25.65,1.07,1,medium,3.23,1.67,
9142022,September,evening,n,17,Sept_O5,61,O2: 5 PM,0.288481,0.157434,0.003746,0.092387,0,26.55,1.07,1,medium,3.23,1.67,
9142022,September,evening,n,17,Sept_O5,62,O3: 5 PM,0.931348,0.211709,0.025297,0.241918,0,22.95,1.07,1,medium,3.23,1.67,
9142022,September,evening,n,18,Sept_O6,66,O1: 6 PM,0.643788,0.10263,0.014537,0.205436,0,22.65,1.07,1,medium,3.23,1.67,
9142022,September,evening,n,18,Sept_O6,67,O2: 6 PM,0.397395,0.145462,0.088051,0.370409,0.028012,22.75,1.07,1,medium,3.23,1.67,
9142022,September,evening,n,18,Sept_O6,68,O3: 6 PM,1.213919,0.102322,0.004982,0.611372,0,18.75,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,19,Sept_O7P,72,O1: 7 PM,0.686651,0.231084,0.015685,0.406138,0,20.65,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,19,Sept_O7P,73,O2: 7 PM,0.430267,0.121563,0.003019,0.382449,0,21.6,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,n,19,Sept_O7P,74,O3: 7 PM,0.551777,0.313957,0.005632,0.389812,0,18.6,1.07,1.01,medium,3.23,1.67,
