Date,Month,Interval,Veg,mil_time,Name,chamber,Site,CO2_Flux,CO2_NRMSE,CH4_Flux,CH4_NRMSE,Bubble_Flux,Temp,Depth,cdepth,level,presens1,presens6,Notes
9142022,September,afternoon,y,11,Sept_V11,30,V3: 11 AM,0.029969,0.411384,0.034877,1.567173,0,20.3,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,12,Sept_V12,34,V1: 12 PM,-1.939762,0.688918,0.136805,0.675956,0,21.6,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,12,Sept_V12,35,V2: 12 PM,-1.479196,0.262402,0.054306,0.710801,0,21.95,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,12,Sept_V12,36,V3: 12 PM,-0.779415,0.625492,0.042949,0.738295,0.003853,21.6,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,13,Sept_V1,40,V1: 1 PM,-1.668806,0.985751,0.152086,1.850154,0.062155,22.1,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,13,Sept_V1,41,V2: 1 PM,-0.757999,1.202528,0.081594,2.269243,0.016245,21.4,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,13,Sept_V1,42,V3: 1 PM,0.071675,1.05085,0.045956,1.087166,0.004992,20.55,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,14,Sept_V2,46,V1: 2 PM,-0.423981,0.65733,0.054153,1.888479,0.004242,20.1,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,14,Sept_V2,47,V2: 2 PM,-4.273355,1.109334,0.029713,1.854176,0.000644,20.7,1.08,1.01,medium,3.23,1.67,
9142022,September,afternoon,y,14,Sept_V2,48,V3: 2 PM,0.317497,0.322808,0.086901,0.613299,0,20.45,1.08,1.01,medium,3.23,1.67,
9142022,September,evening,y,15,Sept_V3,52,V1: 3 PM,0.71341,0.380631,0.037162,2.855007,0.021179,23.45,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,15,Sept_V3,53,V2: 3 PM,1.044923,0.726666,0.062706,0.813947,0,20.9,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,15,Sept_V3,54,V3: 3 PM,0.741748,0.447607,0.125172,1.478265,0.004152,20.8,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,16,Sept_V4,57,V1: 4 PM,1.029924,0.49025,0.058717,3.054695,0.062535,23.25,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,16,Sept_V4,58,V2: 4 PM,0.000257,1.908907,0.053927,2.819152,0.032069,21.25,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,16,Sept_V4,59,V3: 4 PM,1.381047,0.509022,0.070327,1.500655,0,21.3,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,17,Sept_V5,63,V1: 5 PM,1.009288,0.520264,0.073695,1.300852,0.016301,20.85,1.07,1,medium,3.23,1.67,
9142022,September,evening,y,17,Sept_V5,64,V2: 5 PM,2.858317,1.038259,0.214088,1.875734,0.028258,20.2,1.07,1,medium,3.23,1.67,
9142022,September,evening,y,17,Sept_V5,65,V3: 5 PM,0.19315,2.689524,0.02773,2.862205,0.026827,20.35,1.07,1,medium,3.23,1.67,
9142022,September,evening,y,18,Sept_V6,69,V1: 6 PM,2.648898,0.275281,0.137567,1.02983,0.029152,20.2,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,18,Sept_V6,70,V2: 6 PM,1.751107,0.109581,0.046973,0.186984,0,19.35,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,18,Sept_V6,71,V3: 6 PM,2.246466,0.438481,0.058473,1.118514,0,18.75,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,19,Sept_V7P,75,V1: 7 PM,2.537124,0.300358,0.070121,1.294656,0,20.25,1.07,1,medium,3.23,1.67,
9142022,September,evening,y,19,Sept_V7P,76,V2: 7 PM,0.878477,1.240979,0.032694,1.544575,0,18.2,1.07,1.01,medium,3.23,1.67,
9142022,September,evening,y,19,Sept_V7P,77,V3: 7 PM,2.720972,0.593601,0.046033,0.442216,0,18.15,1.07,1.01,medium,3.23,1.67,
